Address,Area,Frontage,Access Road,House direction,Balcony direction,Bedrooms,Bathrooms,Legal status,Furniture state,Price,Day,Province,District,Detail,Price_per_m2,Area_Group,Price_Segment,Latitude,Longitude
"Bắc Ninh, Từ Sơn, Bán đất tại phường Phù Chẩn",170.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Hợp đồng mua bán,Không xác định,14.06,19,Bắc Ninh,Từ Sơn,Bán đất tại phường Phù Chẩn,0.08,>90 m²,>10 tỷ,21.1861,106.0763
"Hồ Chí Minh, Quận 9, Bán đất tại đường Số 8",240.0,8.0,10.0,Đông - Nam,Không xác định,3.0,2.0,Đã có sổ,Không xác định,18.5,24,Hồ Chí Minh,Quận 9,Bán đất tại đường Số 8,0.08,>90 m²,>10 tỷ,10.7769,106.7009
"Hòa Bình, Yên Thủy, Bán đất tại xã Lạc Thịnh",855.0,17.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,0.01,24,Hòa Bình,Yên Thủy,Bán đất tại xã Lạc Thịnh,0.0,>90 m²,<4 tỷ,20.8133,105.3383
"Long An, Cần Đước, Bán đất tại xã Mỹ Lệ",170.0,6.0,7.0,Tây,Không xác định,3.0,2.0,Đã có sổ,Không xác định,1.28,1,Long An,Cần Đước,Bán đất tại xã Mỹ Lệ,0.01,>90 m²,<4 tỷ,10.536,106.4099
"Bình Phước, Đồng Phú, Bán đất tại đường ĐT 741",200.0,6.0,42.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,0.78,24,Bình Phước,Đồng Phú,Bán đất tại đường ĐT 741,0.0,>90 m²,<4 tỷ,11.75,106.9167
"Thái Bình, Thái Bình, Bán đất tại đường Long Hưng",62.4,4.0,20.0,Đông - Nam,Không xác định,3.0,2.0,Đã có sổ,Không xác định,3.1,24,Thái Bình,Thái Bình,Bán đất tại đường Long Hưng,0.05,50-70 m²,<4 tỷ,20.4464,106.3364
"Hải Phòng, Ngô Quyền, Bán đất tại đường Nguyễn Trãi",62.79,4.55,9.0,Đông - Bắc,Không xác định,3.0,2.0,Đã có sổ,Không xác định,6.1,24,Hải Phòng,Ngô Quyền,Bán đất tại đường Nguyễn Trãi,0.1,50-70 m²,6-8 tỷ,20.8449,106.6881
"Hồ Chí Minh, Quận 12, Bán đất tại đường Huỳnh Thị Hai",68.0,4.0,6.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,4.9,25,Hồ Chí Minh,Quận 12,Bán đất tại đường Huỳnh Thị Hai,0.07,50-70 m²,4-6 tỷ,10.7769,106.7009
"Long An, Đức Hòa, Bán đất tại thị trấn Đức Hòa",300.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,3.6,22,Long An,Đức Hòa,Bán đất tại thị trấn Đức Hòa,0.01,>90 m²,<4 tỷ,10.536,106.4099
"Tây Ninh, Dương Minh Châu, Bán đất tại đường Kênh Đông",1138.4,30.0,20.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,0.65,25,Tây Ninh,Dương Minh Châu,Bán đất tại đường Kênh Đông,0.0,>90 m²,<4 tỷ,11.3601,106.1098
"Bà Rịa Vũng Tàu, Long Đất, Bán đất tại xã Long Tân",377.0,30.0,6.0,Đông - Nam,Không xác định,3.0,2.0,Đã có sổ,Không xác định,3.9,25,Bà Rịa Vũng Tàu,Long Đất,Bán đất tại xã Long Tân,0.01,>90 m²,<4 tỷ,10.4114,107.1362
"Bình Phước, Đồng Phú, Bán đất tại xã Tân Tiến",9200.0,20.0,32.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,3.5,25,Bình Phước,Đồng Phú,Bán đất tại xã Tân Tiến,0.0,>90 m²,<4 tỷ,11.75,106.9167
"Long An, Bến Lức, Bán đất tại xã Phước Lợi",475.0,25.0,8.0,Đông - Nam,Không xác định,3.0,2.0,Đã có sổ,Không xác định,16.0,25,Long An,Bến Lức,Bán đất tại xã Phước Lợi,0.03,>90 m²,>10 tỷ,10.536,106.4099
"Hà Nội, Thanh Oai, Bán đất tại xã Cao Xuân Dương",105.0,5.1,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,7.89,25,Hà Nội,Thanh Oai,Bán đất tại xã Cao Xuân Dương,0.08,>90 m²,6-8 tỷ,21.0285,105.8542
"Hà Nội, Thanh Trì, Bán đất tại đường Triều Khúc",63.0,4.5,7.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,9.0,25,Hà Nội,Thanh Trì,Bán đất tại đường Triều Khúc,0.14,50-70 m²,8-10 tỷ,21.0285,105.8542
"Kiên Giang, Rạch Giá, Bán đất tại đường La Sơn Phu Tử",95.0,5.0,9.0,Tây - Bắc,Không xác định,3.0,2.0,Đã có sổ,Không xác định,1.37,25,Kiên Giang,Rạch Giá,Bán đất tại đường La Sơn Phu Tử,0.01,>90 m²,<4 tỷ,10.0125,105.0809
"Long An, Cần Giuộc, Bán đất tại đường 835B",819.0,18.0,20.0,Nam,Không xác định,3.0,2.0,Đã có sổ,Không xác định,17.5,25,Long An,Cần Giuộc,Bán đất tại đường 835B,0.02,>90 m²,>10 tỷ,10.536,106.4099
"Lâm Đồng, Đà Lạt, Bán đất tại đường Hồ Tùng Mậu",600.0,20.0,5.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,60.0,13,Lâm Đồng,Đà Lạt,Bán đất tại đường Hồ Tùng Mậu,0.1,>90 m²,>10 tỷ,11.9404,108.4583
"Hồ Chí Minh, Hóc Môn, Bán đất tại đường Bùi Văn Ngữ",93.0,4.0,7.0,Đông - Nam,Không xác định,3.0,2.0,Đã có sổ,Không xác định,4.5,25,Hồ Chí Minh,Hóc Môn,Bán đất tại đường Bùi Văn Ngữ,0.05,>90 m²,4-6 tỷ,10.7769,106.7009
"Khánh Hòa, Cam Lâm, Bán đất tại đường Nguyễn Tất Thành",4300.0,70.0,100.0,Đông,Không xác định,3.0,2.0,Đã có sổ,Không xác định,26.71,24,Khánh Hòa,Cam Lâm,Bán đất tại đường Nguyễn Tất Thành,0.01,>90 m²,>10 tỷ,12.2388,109.1967
"Hải Phòng, Lê Chân, Bán đất tại phố Đào Nhuận",90.0,4.5,14.0,Đông - Bắc,Không xác định,3.0,2.0,Đã có sổ,Không xác định,9.2,24,Hải Phòng,Lê Chân,Bán đất tại phố Đào Nhuận,0.1,70-90 m²,8-10 tỷ,20.8449,106.6881
"Hải Phòng, Ngô Quyền, Bán đất tại đường Lê Quang Đạo",100.0,5.0,25.0,Tây - Nam,Không xác định,3.0,2.0,Đã có sổ,Không xác định,13.2,24,Hải Phòng,Ngô Quyền,Bán đất tại đường Lê Quang Đạo,0.13,>90 m²,>10 tỷ,20.8449,106.6881
"Hải Phòng, Ngô Quyền, Bán đất tại đường Lê Lai",48.0,4.0,15.0,Đông - Bắc,Không xác định,3.0,2.0,Đã có sổ,Không xác định,6.15,24,Hải Phòng,Ngô Quyền,Bán đất tại đường Lê Lai,0.13,30-50 m²,6-8 tỷ,20.8449,106.6881
"Hải Phòng, Lê Chân, Bán đất tại phố Trực Cát",112.0,5.0,15.0,Đông - Nam,Không xác định,3.0,2.0,Đã có sổ,Không xác định,9.45,24,Hải Phòng,Lê Chân,Bán đất tại phố Trực Cát,0.08,>90 m²,8-10 tỷ,20.8449,106.6881
"Hải Phòng, Lê Chân, Bán đất tại đường Trại Lẻ",81.0,4.5,15.0,Đông - Bắc,Không xác định,3.0,2.0,Không xác định,Không xác định,10.3,24,Hải Phòng,Lê Chân,Bán đất tại đường Trại Lẻ,0.13,70-90 m²,>10 tỷ,20.8449,106.6881
"Hải Phòng, Ngô Quyền, Bán đất tại đường Lê Lai",48.0,4.0,13.0,Đông - Bắc,Không xác định,3.0,2.0,Đã có sổ,Không xác định,5.2,24,Hải Phòng,Ngô Quyền,Bán đất tại đường Lê Lai,0.11,30-50 m²,4-6 tỷ,20.8449,106.6881
"Hải Phòng, Lê Chân, Bán đất tại phố Trần Nguyên Hãn",78.0,4.8,15.0,Đông - Nam,Không xác định,3.0,2.0,Đã có sổ,Không xác định,10.3,24,Hải Phòng,Lê Chân,Bán đất tại phố Trần Nguyên Hãn,0.13,70-90 m²,>10 tỷ,20.8449,106.6881
"Hồ Chí Minh, Quận 9, Bán đất tại đường Nguyễn Duy Trinh",93.5,8.0,8.0,Đông - Bắc,Không xác định,3.0,2.0,Đã có sổ,Không xác định,6.29,25,Hồ Chí Minh,Quận 9,Bán đất tại đường Nguyễn Duy Trinh,0.07,>90 m²,6-8 tỷ,10.7769,106.7009
"Quảng Ninh, Hạ Long, Bán đất tại xã Lê Lợi",160.2,8.5,10.0,Không xác định,Không xác định,3.0,2.0,Không xác định,Không xác định,1.89,25,Quảng Ninh,Hạ Long,Bán đất tại xã Lê Lợi,0.01,>90 m²,<4 tỷ,21.0069,107.2925
"Hải Phòng, Dương Kinh, Bán đất tại đường Anh Dũng 7",290.0,14.5,15.0,Tây - Nam,Không xác định,3.0,2.0,Hợp đồng mua bán,Không xác định,8.41,25,Hải Phòng,Dương Kinh,Bán đất tại đường Anh Dũng 7,0.03,>90 m²,8-10 tỷ,20.8449,106.6881
"Hồ Chí Minh, Quận 9, Bán đất tại đường Số 822",338.0,6.0,4.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,12.0,25,Hồ Chí Minh,Quận 9,Bán đất tại đường Số 822,0.04,>90 m²,>10 tỷ,10.7769,106.7009
"Phú Thọ, Việt Trì, Bán đất tại xã Thanh Đình",328.0,8.0,8.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,2.65,25,Phú Thọ,Việt Trì,Bán đất tại xã Thanh Đình,0.01,>90 m²,<4 tỷ,21.3167,105.2167
"Thái Nguyên, Phú Bình, Bán đất tại xã Tân Thành",197.0,7.0,6.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,0.75,25,Thái Nguyên,Phú Bình,Bán đất tại xã Tân Thành,0.0,>90 m²,<4 tỷ,21.5928,105.8442
"Thanh Hóa, Nông Cống, Bán đất tại xã Tượng Sơn",240.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Không xác định,Không xác định,0.96,25,Thanh Hóa,Nông Cống,Bán đất tại xã Tượng Sơn,0.0,>90 m²,<4 tỷ,19.8067,105.7852
"Lâm Đồng, Bảo Lâm, Bán đất tại xã Lộc Quảng",1000.0,10.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,4.5,25,Lâm Đồng,Bảo Lâm,Bán đất tại xã Lộc Quảng,0.0,>90 m²,4-6 tỷ,11.9404,108.4583
"Đồng Nai, Nhơn Trạch, Bán đất tại đường Nguyễn Thị Chơn",1200.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,2.0,25,Đồng Nai,Nhơn Trạch,Bán đất tại đường Nguyễn Thị Chơn,0.0,>90 m²,<4 tỷ,10.9454,106.8248
"Nam Định, Giao Thủy, Bán đất tại thị trấn Quất Lâm",60.0,5.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,0.68,25,Nam Định,Giao Thủy,Bán đất tại thị trấn Quất Lâm,0.01,50-70 m²,<4 tỷ,20.42,106.1683
"Hồ Chí Minh, Quận 9, Bán đất tại đường Số 6",186.5,12.1,4.0,Không xác định,Không xác định,3.0,2.0,Không xác định,Không xác định,7.6,25,Hồ Chí Minh,Quận 9,Bán đất tại đường Số 6,0.04,>90 m²,6-8 tỷ,10.7769,106.7009
"Hồ Chí Minh, Quận 9, Bán đất tại đường Số 12",68.8,6.0,8.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,4.3,25,Hồ Chí Minh,Quận 9,Bán đất tại đường Số 12,0.06,50-70 m²,4-6 tỷ,10.7769,106.7009
"Bình Phước, Phú Riềng, Bán đất tại đường ĐT 757",150.0,5.0,6.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,0.34,25,Bình Phước,Phú Riềng,Bán đất tại đường ĐT 757,0.0,>90 m²,<4 tỷ,11.75,106.9167
"Tây Ninh, Dương Minh Châu, Bán đất tại xã Bàu Năng",194.7,6.0,4.2,Đông - Bắc,Không xác định,3.0,2.0,Đã có sổ,Không xác định,0.75,25,Tây Ninh,Dương Minh Châu,Bán đất tại xã Bàu Năng,0.0,>90 m²,<4 tỷ,11.3601,106.1098
"Hà Nội, Hoài Đức, Bán đất tại xã Đắc Sở",105.9,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Không xác định,Không xác định,11.92,25,Hà Nội,Hoài Đức,Bán đất tại xã Đắc Sở,0.11,>90 m²,>10 tỷ,21.0285,105.8542
"Hải Dương, Kim Thành, Bán đất tại đường Quốc Lộ 5",68.0,5.8,4.0,Tây - Bắc,Không xác định,3.0,2.0,Đã có sổ,Không xác định,0.83,25,Hải Dương,Kim Thành,Bán đất tại đường Quốc Lộ 5,0.01,50-70 m²,<4 tỷ,20.9374,106.3146
"Hà Nội, Quốc Oai, Bán đất tại xã Phú Mãn",570.0,10.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,12.53,25,Hà Nội,Quốc Oai,Bán đất tại xã Phú Mãn,0.02,>90 m²,>10 tỷ,21.0285,105.8542
"Đà Nẵng, Sơn Trà, Bán đất tại đường Nguyễn Trực",250.0,10.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,33.41,25,Đà Nẵng,Sơn Trà,Bán đất tại đường Nguyễn Trực,0.13,>90 m²,>10 tỷ,16.0544,108.2022
"Đà Nẵng, Sơn Trà, Bán đất tại đường Thành Vinh",270.0,16.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,34.0,25,Đà Nẵng,Sơn Trà,Bán đất tại đường Thành Vinh,0.13,>90 m²,>10 tỷ,16.0544,108.2022
"Đà Nẵng, Sơn Trà, Bán đất tại đường Nguyễn Thị Hồng",67.5,4.5,5.0,Đông - Nam,Không xác định,3.0,2.0,Đã có sổ,Không xác định,7.8,25,Đà Nẵng,Sơn Trà,Bán đất tại đường Nguyễn Thị Hồng,0.12,50-70 m²,6-8 tỷ,16.0544,108.2022
"Bình Định, Phù Cát, Bán đất tại đường ĐT 639",168.0,7.0,20.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,1.7,25,Bình Định,Phù Cát,Bán đất tại đường ĐT 639,0.01,>90 m²,<4 tỷ,13.782,109.2194
"Hồ Chí Minh, Nhà Bè, Bán đất tại đường Nguyễn Bình",6182.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,18.5,25,Hồ Chí Minh,Nhà Bè,Bán đất tại đường Nguyễn Bình,0.0,>90 m²,>10 tỷ,10.7769,106.7009
"Bình Dương, Thuận An, Bán đất tại phường An Thạnh",134.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,3.5,25,Bình Dương,Thuận An,Bán đất tại phường An Thạnh,0.03,>90 m²,<4 tỷ,11.1604,106.6508
"Tây Ninh, Gò Dầu, Bán đất tại đường Nông Trường",1500.0,15.0,30.0,Đông - Bắc,Không xác định,3.0,2.0,Đã có sổ,Không xác định,3.8,25,Tây Ninh,Gò Dầu,Bán đất tại đường Nông Trường,0.0,>90 m²,<4 tỷ,11.3601,106.1098
"Hồ Chí Minh, Củ Chi, Bán đất tại phố Bàu Lách",2374.0,25.0,100.0,Tây,Không xác định,3.0,2.0,Đã có sổ,Không xác định,55.0,25,Hồ Chí Minh,Củ Chi,Bán đất tại phố Bàu Lách,0.02,>90 m²,>10 tỷ,10.7769,106.7009
"Long An, Thủ Thừa, Bán đất tại đường Phan Văn Tình",64.0,4.0,8.0,Nam,Không xác định,3.0,2.0,Đã có sổ,Không xác định,0.85,25,Long An,Thủ Thừa,Bán đất tại đường Phan Văn Tình,0.01,50-70 m²,<4 tỷ,10.536,106.4099
"Bình Dương, Dầu Tiếng, Bán đất tại đường ĐT 704",268.3,5.0,8.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,2.28,25,Bình Dương,Dầu Tiếng,Bán đất tại đường ĐT 704,0.01,>90 m²,<4 tỷ,11.1604,106.6508
"Bình Dương, Dầu Tiếng, Bán đất tại đường ĐT 704",234.3,5.5,8.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,2.0,25,Bình Dương,Dầu Tiếng,Bán đất tại đường ĐT 704,0.01,>90 m²,<4 tỷ,11.1604,106.6508
"Bình Dương, Dầu Tiếng, Bán đất tại đường ĐT 704",184.0,7.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,1.56,25,Bình Dương,Dầu Tiếng,Bán đất tại đường ĐT 704,0.01,>90 m²,<4 tỷ,11.1604,106.6508
"Đà Nẵng, Liên Chiểu, Bán đất tại đường Đào Nghiễm",100.0,5.0,7.5,Nam,Không xác định,3.0,2.0,Đã có sổ,Không xác định,4.55,25,Đà Nẵng,Liên Chiểu,Bán đất tại đường Đào Nghiễm,0.05,>90 m²,4-6 tỷ,16.0544,108.2022
"Hồ Chí Minh, Củ Chi, Bán đất tại phố Bàu Lách",2177.0,6.0,10.0,Tây,Không xác định,3.0,2.0,Đã có sổ,Không xác định,55.0,25,Hồ Chí Minh,Củ Chi,Bán đất tại phố Bàu Lách,0.03,>90 m²,>10 tỷ,10.7769,106.7009
"Hà Nội, Sóc Sơn, Bán đất tại đường Võ Nguyên Giáp",100.0,5.0,5.0,Đông - Bắc,Không xác định,3.0,2.0,Đã có sổ,Không xác định,2.65,25,Hà Nội,Sóc Sơn,Bán đất tại đường Võ Nguyên Giáp,0.03,>90 m²,<4 tỷ,21.0285,105.8542
"Đồng Nai, Long Thành, Bán đất tại xã Bàu Cạn",600.0,12.0,8.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,6.0,25,Đồng Nai,Long Thành,Bán đất tại xã Bàu Cạn,0.01,>90 m²,4-6 tỷ,10.9454,106.8248
"Ninh Thuận, Thuận Nam, Bán đất tại đường Văn Lâm",14670.0,110.0,40.0,Bắc,Không xác định,3.0,2.0,Đã có sổ,Không xác định,28.0,25,Ninh Thuận,Thuận Nam,Bán đất tại đường Văn Lâm,0.0,>90 m²,>10 tỷ,11.5653,108.9882
"Khánh Hòa, Ninh Hòa, Bán đất tại đường 1",1000.0,30.0,4.0,Đông - Nam,Không xác định,3.0,2.0,Đã có sổ,Không xác định,7.2,25,Khánh Hòa,Ninh Hòa,Bán đất tại đường 1,0.01,>90 m²,6-8 tỷ,12.2388,109.1967
"Hồ Chí Minh, Củ Chi, Bán đất tại đường Bùi Thị Lành",165.0,5.0,5.0,Đông - Bắc,Không xác định,3.0,2.0,Đã có sổ,Không xác định,1.8,25,Hồ Chí Minh,Củ Chi,Bán đất tại đường Bùi Thị Lành,0.01,>90 m²,<4 tỷ,10.7769,106.7009
"Hồ Chí Minh, Thủ Đức, Bán đất tại đường Số 138",281.1,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Không xác định,Không xác định,25.0,25,Hồ Chí Minh,Thủ Đức,Bán đất tại đường Số 138,0.09,>90 m²,>10 tỷ,10.7769,106.7009
"Long An, Cần Giuộc, Bán đất tại đường Đinh Đức Thiện",90.0,5.0,8.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,1.5,23,Long An,Cần Giuộc,Bán đất tại đường Đinh Đức Thiện,0.02,70-90 m²,<4 tỷ,10.536,106.4099
"Bà Rịa Vũng Tàu, Long Đất, Bán đất tại đường Nguyễn Văn Quyết",714.0,4.1,4.5,Đông - Nam,Không xác định,3.0,2.0,Đã có sổ,Không xác định,5.5,25,Bà Rịa Vũng Tàu,Long Đất,Bán đất tại đường Nguyễn Văn Quyết,0.01,>90 m²,4-6 tỷ,10.4114,107.1362
"Nam Định, Giao Thủy, Bán đất tại thị trấn Quất Lâm",100.0,5.0,6.0,Đông - Nam,Không xác định,3.0,2.0,Đã có sổ,Không xác định,1.02,25,Nam Định,Giao Thủy,Bán đất tại thị trấn Quất Lâm,0.01,>90 m²,<4 tỷ,20.42,106.1683
"Bình Dương, Thuận An, Bán đất tại phường Lái Thiêu",105.0,5.0,4.0,Đông - Bắc,Không xác định,3.0,2.0,Không xác định,Không xác định,3.38,25,Bình Dương,Thuận An,Bán đất tại phường Lái Thiêu,0.03,>90 m²,<4 tỷ,11.1604,106.6508
"Vĩnh Phúc, Vĩnh Yên, Bán đất tại đường Trần Phú",107.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,6.02,25,Vĩnh Phúc,Vĩnh Yên,Bán đất tại đường Trần Phú,0.06,>90 m²,6-8 tỷ,21.3083,105.6042
"Bình Thuận, Tuy Phong, Bán đất tại đường Quốc lộ 1A",86.0,5.46,27.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,1.05,25,Bình Thuận,Tuy Phong,Bán đất tại đường Quốc lộ 1A,0.01,70-90 m²,<4 tỷ,11.0904,108.0722
"Đồng Nai, Long Khánh, Bán đất tại xã Hàng Gòn",521.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Không xác định,Không xác định,0.98,25,Đồng Nai,Long Khánh,Bán đất tại xã Hàng Gòn,0.0,>90 m²,<4 tỷ,10.9454,106.8248
"Lâm Đồng, Bảo Lâm, Bán đất tại đường Quốc Lộ 20",135.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,1.95,25,Lâm Đồng,Bảo Lâm,Bán đất tại đường Quốc Lộ 20,0.01,>90 m²,<4 tỷ,11.9404,108.4583
"Lâm Đồng, Bảo Lâm, Bán đất tại đường Quốc Lộ 20",175.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,2.6,25,Lâm Đồng,Bảo Lâm,Bán đất tại đường Quốc Lộ 20,0.01,>90 m²,<4 tỷ,11.9404,108.4583
"Thái Nguyên, Đại Từ, Bán đất tại đường 261",108.0,6.0,10.0,Đông - Nam,Không xác định,3.0,2.0,Hợp đồng mua bán,Không xác định,0.02,25,Thái Nguyên,Đại Từ,Bán đất tại đường 261,0.0,>90 m²,<4 tỷ,21.5928,105.8442
"Vĩnh Phúc, Tam Đảo, Bán đất tại thị trấn Tam Đảo",425.0,15.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,32.0,25,Vĩnh Phúc,Tam Đảo,Bán đất tại thị trấn Tam Đảo,0.08,>90 m²,>10 tỷ,21.3083,105.6042
"Đồng Nai, Biên Hòa, Bán đất tại đường Huỳnh Văn Nghệ",95.6,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,1.3,25,Đồng Nai,Biên Hòa,Bán đất tại đường Huỳnh Văn Nghệ,0.01,>90 m²,<4 tỷ,10.9454,106.8248
"Long An, Bến Lức, Bán đất tại xã Thạnh Lợi",21641.2,51.7,5.0,Đông - Nam,Không xác định,3.0,2.0,Đã có sổ,Không xác định,16.0,25,Long An,Bến Lức,Bán đất tại xã Thạnh Lợi,0.0,>90 m²,>10 tỷ,10.536,106.4099
"Khánh Hòa, Ninh Hòa, Bán đất tại đường Lê Hồng Phong",236.0,8.0,5.0,Bắc,Không xác định,3.0,2.0,Đã có sổ,Không xác định,0.02,25,Khánh Hòa,Ninh Hòa,Bán đất tại đường Lê Hồng Phong,0.0,>90 m²,<4 tỷ,12.2388,109.1967
"Hồ Chí Minh, Quận 9, Bán đất tại đường Số 6",100.0,5.0,5.0,Tây - Nam,Không xác định,3.0,2.0,Đã có sổ,Không xác định,4.55,25,Hồ Chí Minh,Quận 9,Bán đất tại đường Số 6,0.05,>90 m²,4-6 tỷ,10.7769,106.7009
"Khánh Hòa, Diên Khánh, Bán đất tại xã Diên Lâm",15000.0,6.0,4.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,0.6,25,Khánh Hòa,Diên Khánh,Bán đất tại xã Diên Lâm,0.0,>90 m²,<4 tỷ,12.2388,109.1967
"Quảng Ngãi, Quảng Ngãi, Bán đất tại xã Nghĩa An",205.0,10.0,15.5,Tây,Không xác định,3.0,2.0,Đã có sổ,Không xác định,2.7,25,Quảng Ngãi,Quảng Ngãi,Bán đất tại xã Nghĩa An,0.01,>90 m²,<4 tỷ,15.1205,108.7923
"Hà Nội, Đông Anh, Bán đất tại đường Vân Trì",108.0,5.6,4.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,8.8,25,Hà Nội,Đông Anh,Bán đất tại đường Vân Trì,0.08,>90 m²,8-10 tỷ,21.0285,105.8542
"Hà Nội, Thường Tín, Bán đất tại xã Ninh Sở",35.0,4.9,2.5,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,2.7,25,Hà Nội,Thường Tín,Bán đất tại xã Ninh Sở,0.08,30-50 m²,<4 tỷ,21.0285,105.8542
"Vĩnh Phúc, Vĩnh Yên, Bán đất tại đường Lương Thế Vinh",100.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,5.63,25,Vĩnh Phúc,Vĩnh Yên,Bán đất tại đường Lương Thế Vinh,0.06,>90 m²,4-6 tỷ,21.3083,105.6042
"Đồng Nai, Cẩm Mỹ, Bán đất tại xã Sông Ray",7969.9,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,6.5,19,Đồng Nai,Cẩm Mỹ,Bán đất tại xã Sông Ray,0.0,>90 m²,6-8 tỷ,10.9454,106.8248
"Đà Nẵng, Hải Châu, Bán đất tại đường Đảo Xanh 5",400.0,16.1,7.5,Tây,Không xác định,3.0,2.0,Đã có sổ,Không xác định,55.0,25,Đà Nẵng,Hải Châu,Bán đất tại đường Đảo Xanh 5,0.14,>90 m²,>10 tỷ,16.0544,108.2022
"Đồng Nai, Biên Hòa, Bán đất tại phường Tân Phong",133.0,6.0,5.0,Tây,Không xác định,3.0,2.0,Đã có sổ,Không xác định,3.0,25,Đồng Nai,Biên Hòa,Bán đất tại phường Tân Phong,0.02,>90 m²,<4 tỷ,10.9454,106.8248
"Thừa Thiên Huế, Huế, Bán đất tại xã Thủy An",122.0,5.0,10.0,Không xác định,Không xác định,3.0,2.0,Không xác định,Không xác định,1.03,25,Thừa Thiên Huế,Huế,Bán đất tại xã Thủy An,0.01,>90 m²,<4 tỷ,16.4637,107.5909
"Bình Dương, Thuận An, Bán đất tại đường N2",109.7,7.1,10.0,Nam,Không xác định,3.0,2.0,Không xác định,Không xác định,3.2,25,Bình Dương,Thuận An,Bán đất tại đường N2,0.03,>90 m²,<4 tỷ,11.1604,106.6508
"Hòa Bình, Hòa Bình, Bán đất tại đường Tôn Thất Thuyết",191.6,12.52,5.0,Tây - Bắc,Không xác định,3.0,2.0,Đã có sổ,Không xác định,1.47,25,Hòa Bình,Hòa Bình,Bán đất tại đường Tôn Thất Thuyết,0.01,>90 m²,<4 tỷ,20.8133,105.3383
"Quảng Ninh, Uông Bí, Bán đất tại phường Vàng Danh",211.2,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Không xác định,Không xác định,0.45,25,Quảng Ninh,Uông Bí,Bán đất tại phường Vàng Danh,0.0,>90 m²,<4 tỷ,21.0069,107.2925
"Hòa Bình, Hòa Bình, Bán đất tại đường Trương Hán Siêu",170.6,7.11,6.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,2.36,25,Hòa Bình,Hòa Bình,Bán đất tại đường Trương Hán Siêu,0.01,>90 m²,<4 tỷ,20.8133,105.3383
